Прізвище;Ім’я;По батькові;Стать;Дата народження;Посада;Місто проживання;Адреса проживання;Телефон;Email
Рубан;Геннадій;Данович;Чоловіча;1949-12-10;Астроном;село Лиман ;сквер Пересипська 5-та, буд. 532, Шумськ, 88604;+380 43 284-56-00;rudkopriska@example.com
Сагаль;Руслан;Сергійович;Чоловіча;1996-09-12;Локсмайстер;село Погребище;парк Рельєфна, буд. 996 кв. 0, Трускавець, 72794;+380 05 070 80 05;daryna77@example.com
Черненко;Наталія;Варвараівна;Жіноча;2003-02-16;Петрограф;хутір Євпаторія;провулок Художника Федорова, буд. 525 кв. 7, Шепетівка, 77433;+380 (93) 071-39-67;pdanko@example.com
Тимченко;Артем;Владиславович;Чоловіча;1954-01-24;Історик;хутір Надвірна;парк Розумовський 2-й, буд. 8, Боярка, 04643;+380 87 667-04-12;bevzihor@example.net
Василенко;Мирон;Леонович;Чоловіча;1999-03-21;Візажист;селище Саки ;проспект Лінія 38-ма, буд. 5, Устилуг, 51346;+380 23 357-04-21;chervonenkovioletta@example.org
Микитюк;Оксенія;Володимираівна;Жіноча;2006-09-14;Юрист;хутір Вільнянськ;набережна Юннатів 3-й, буд. 34, Переяслав, 90215;+380 14 280-90-63;martyn88@example.net
Щириця;Роман;Семенович;Чоловіча;1955-04-14;Редактор;село Українськ;сквер Краснослобідський, буд. 35 кв. 5, Марганець , 73966;+380 30 244-85-09;zynovii94@example.net
Алексеєнко;Алевтин;Микитаович;Чоловіча;1945-02-07;Золотар;селище Новоселиця;проспект Юрія Олеші, буд. 291, Хрестівка, 05398;202 80 63;viktoriia05@example.com
Чаленко;Степан;Спасович;Чоловіча;1954-04-18;Професор;хутір Новгород-Сіверський;парк Некрасова, буд. 860, Скалат, 66108;+380 (49) 946-83-64;ieva50@example.com
Романець;Орися;Адаівна;Жіноча;1976-09-03;Кінорежисер;хутір Тлумач;узвіз Віри Інбер, буд. 7 кв. 8, Судак , 40510;055 160-59-81;tsavenko@example.net
Парасюк;Ігнат;Вʼячеславович;Чоловіча;1971-09-21;Стиліст;місто Жидачів;сквер Аеродромний 1-й, буд. 9 кв. 133, Рогатин, 38677;+380 21 659-10-43;pylyp50@example.com
Данилюк;Мартин;Едуардович;Чоловіча;1952-09-21;Драматург;селище Сватове;набережна Золотий берег, буд. 82, Горохів, 89862;+380 41 855-30-41;nestoriushchenko@example.org
Гупало;Валерій;Глібович;Чоловіча;1945-06-11;Зоолог;селище Білицьке;площа Політкаторжан, буд. 6 кв. 713, Мукачево, 66884;042 266 54 91;aduplii@example.net
Дейнека;Марта;Христинаівна;Жіноча;1969-01-24;Геолог;місто Полтава;набережна Східний 2-й, буд. 6, Горлівка, 09030;557 06 15;snizhana54@example.org
Арсенич;Гаврило;Валерійович;Чоловіча;1947-04-24;Патологоанатом;хутір Ковель;узвіз Чумацька, буд. 8 кв. 9, Глиняни, 44236;008 101 86 05;myroneibozhenko@example.com
Вовк;Кирило;Охрімович;Чоловіча;1942-07-29;Мистецтвознавець;селище Сімферополь;провулок Ярморочна площа, буд. 92 кв. 126, Перемишляни, 28282;059 951 91 39;alberthuzii@example.net
Нестайко;Ганна;Єлисаветаівна;Жіноча;1941-04-10;Пілот;село Географія Вільнянська;вулиця Будівельна, буд. 403 кв. 6, Єнакієве, 09703;+380 10 459 79 18;amaliia84@example.net
Гаєвський;Вадим;Антонович;Чоловіча;1950-04-16;Фармацевт;хутір Чуднів;узвіз Хаджибейський 3-й, буд. 6, Вознесенськ, 49690;095 597-54-54;vasylashkozlatoslava@example.net
Карпа;Соломія;Еміліяівна;Жіноча;2007-07-16;Ювелір;місто Сіверськ;проспект Ціолковського, буд. 5 кв. 88, Вишгород, 08833;+380 11 051-99-63;fomenkoustym@example.net
Чумак;Лариса;Альбінаівна;Жіноча;1978-05-26;Клоун;хутір Генічеськ;вулиця Буніна, буд. 212, Знам'янка, 17462;046 55 99;semen66@example.org
Жаліло;Борислав;Артемович;Чоловіча;1995-11-20;Кінолог;село Малин;парк Центральна, буд. 045, Чортків, 20182;483-19-37;rbaturynets@example.com
Гайдабура;Єлисавета;Роксоланаівна;Жіноча;1985-07-05;Електрик;село Старокостянтинів;площа Солонцюватий, буд. 990, Бар, 88203;037 319-69-09;okhrim61@example.org
Вергун;Гаврило;Романович;Чоловіча;1987-09-13;Різноробочий;місто Скалат;набережна Лінія 53-тя, буд. 635 кв. 47, Заліщики, 15259;+380 86 540-98-40;aovsiienko@example.org
Романенко;Пармен;Левкоович;Чоловіча;1980-08-15;Дантист;хутір Тячів;провулок Довженка, буд. 96, Переяслав, 37598;+380 (16) 338-74-38;qzabarna@example.org
Михайлюк;Володимира;Ольгаівна;Жіноча;1995-02-11;Громадський діяч;село Новодружеськ;провулок Романтичний, буд. 4 кв. 178, Залізне, 48445;065 593-03-05;otsiutsiura@example.org
Скиба;Альбіна;Єваівна;Жіноча;1940-06-24;Акушер;селище Городок;площа Ламаний, буд. 5 кв. 4, Великі Мости, 45617;520 43 51;iaremkivtaras@example.net
Дубина;Климент;Ааронович;Чоловіча;1974-05-19;Публіцист;селище Запоріжжя;площа Утьосова, буд. 450, Білогірськ, 22983;706-05-34;gteslia@example.org
Ребрик;Орхип;Олексаович;Чоловіча;1955-10-30;Пекар;місто Коростишів;площа Дзвінка, буд. 3 кв. 7, Красноперекопськ, 44647;035 989-44-11;milenatovstolis@example.net
Власенко;Демʼян;Віталійович;Чоловіча;1995-04-09;Паблік рилейшнз;село Чернівці;шосе Тепличний 1-й, буд. 240 кв. 6, Мирноград, 73355;+380 (84) 644-94-33;avhustyn69@example.com
Вахній;Леопольд;Костянтинович;Чоловіча;1973-07-22;Дерун;селище Кам'янка-Бузька;вулиця Азербайджан, буд. 925 кв. 632, Південне , 75021;+380 51 679 17 69;xumanets@example.org
Ткач;Ліза;Пріскаівна;Жіноча;1952-07-25;Водій;місто Олександрівськ;сквер Проектний 5-й, буд. 2 кв. 238, Зборів, 19163;098 630-38-71;vnalyvaiko@example.org
Лукаш;Нестор;Трохимович;Чоловіча;1978-08-15;Машиніст;село Новоукраїнка;площа Сонячна, буд. 01 кв. 9, Винники, 56154;021 894 62 77;anitahaidai@example.org
Бабак;Світлана;Валентинаівна;Жіноча;1985-07-04;Стропальник;місто Копичинці;шосе Південно-Санаторний, буд. 63 кв. 8, Зіньків, 29833;073 831 42 75;volodymyra50@example.org
Копитко;Ольга;Златославаівна;Жіноча;1974-12-19;Гірник;хутір Добропілля;сквер Олексіївська, буд. 243 кв. 280, Березне, 93475;089 792 23 71;romanhrytsenko@example.org
Вітер;Володимир;Тимофійович;Чоловіча;1959-03-17;Адвокат;місто Авдіївка;набережна Достоєвського, буд. 371 кв. 741, Біла Церква, 22219;020 978 41 41;symon98@example.com
Кальченко;Омелян;Глібович;Чоловіча;2006-10-13;Водій;селище Верхівцеве;площа Артезіанська, буд. 1 кв. 377, Шаргород, 34142;495-16-81;petliuraoleksandr@example.org
Артеменко;Василина;Одаркаівна;Жіноча;1951-09-09;Актор;селище Бахчисарай;парк Восьмого березня 8-й, буд. 1, Верхівцеве, 30135;086 878-49-85;zatamanchuk@example.com
Скирда;Мирослав;Сергійович;Чоловіча;2004-08-31;Електромонтер;хутір Деражня;сквер Тепла, буд. 0, Долинська, 31896;992 79 80;vitalii27@example.org
Гуцуляк;Роман;Русланович;Чоловіча;1982-02-04;Музичний редактор;місто Черкаси;площа Побратимів, буд. 05 кв. 400, Родинське, 71131;+380 50 948-12-71;zakharhupalo@example.net
Адаменко;Златослава;Яринаівна;Жіноча;1967-10-26;Флорист;хутір Жмеринка;сквер Траса Здоров'я, буд. 49, Шумськ, 43367;+380 42 727 14 67;solomonkovpak@example.com
Гоголь-Яновська;Ліза;Христинаівна;Жіноча;2002-06-27;Паблік рилейшнз;місто Берестечко;набережна Колекційна, буд. 143 кв. 791, Рава-Руська, 36169;+380 84 952-48-26;dakhnoirena@example.net
